ID,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes,formatted_address,latitude,longitude
74,NYC Vaccine Hub - Times Square (Previously NFL Experience) ,"20 Times Square, Manhattan","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","20 Times Sq, New York, NY 10036, USA",40.7593152,-73.9841855
75,NYC Vaccine Hub - West Bronx Gymnasium ,"1527 Jesup Avenue, Bronx","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ","1527 Jesup Ave, Bronx, NY 10452, USA",40.8440083,-73.9189894
76,NYCHA Kingsborough- Pop Up ,"1880 Pacfic Street, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","1880 Pacific St, Brooklyn, NY 11233, USA",40.6761763,-73.9251705
77,Preferred Pharmacy ,"1771 Broadway, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pharmacy ,Vaccines offered:Pfizer (12+)Moderna (18+)Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","1771 Broadway, Brooklyn, NY 11207, USA",40.682647,-73.909573
78,Queens Mall - Former Modell's Location ,"58-56 92nd Street, Queens","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+)Moderna (18+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ","58-56 92nd St, Queens, NY 11373, USA",40.7347342,-73.8696293
79,Quisqueya Playground- Pop Up ,"2405 Amsterdam Ave, Manhattan","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Pfizer (12+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","2405 Amsterdam Ave, New York, NY 10033, USA",40.847041,-73.9313437
80,Rambam Family Health Center ,"1122 Chestnut Avenue, Ground Floor, Brooklyn","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ","1122 Chestnut Ave, Brooklyn, NY 11230, USA",40.6173686,-73.9628784
81,Ryan Health - Frederick Douglass Community Health ,"2381 Frederick Douglass Boulevard, Manhattan","$100 incentive available , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"$100 incentive available , ","2381 Frederick Douglass Blvd, New York, NY 10027, USA",40.812108,-73.950141
82,Shack48- Pop Up ,"212-32 48th Ave, Queens","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","212-32 48th Ave, Bayside, NY 11364, USA",40.7552875,-73.7683094
83,St Johns Episcopal - Patient Express Care Center ,"327 Beach 19th Street, Queens","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Urgent Care ,Vaccines offered:Pfizer (12+)Pfizer (5-11),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","327 Beach 19th St, Far Rockaway, NY 11691, USA",40.5985989,-73.7535776
84,St. Francis College- Pop Up ,"97 Columbia Heights, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","97 Columbia Heights, Brooklyn, NY 11201, USA",40.6998062,-73.9955163
85,Star Spangled Playground- Pop Up ,"194 Franklin Ave, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","194 Franklin Ave, Brooklyn, NY 11205, USA",40.6920594,-73.9578409
86,Stars and Stripes Playground- Pop Up ,"Baychester Ave & Crawford Ave, Bronx, NY 10466, Bronx","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","Baychester Ave, Bronx, NY, USA",40.881653,-73.8389591
87,Sts. Joachim & Anne Parish- Pop Up ,"Robard Lane & Hollis Ave, Queens","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","Robard Ln, Queens, NY 11429, USA",40.7103092,-73.7396045
88,Sun River Church Avenue Annex at Goshen Temple ,"2414-18 Church Avenue, Brooklyn","$100 incentive available , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11)Johnson & Johnson (18+),"$100 incentive available , ","2414-18 Church Ave, Brooklyn, NY 11226, USA",40.6504688,-73.955476
89,Super Health Pharmacy ,"6390 Amboy Road, Staten Island","$100 incentive available , ",(877) 829-4692,Pharmacy ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),"$100 incentive available , ","6390 Amboy Rd, Staten Island, NY 10309, USA",40.52222,-74.215754
90,Uncommon Schools: LPBVEA- Pop Up ,"985 Rockaway Ave, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Pfizer (12+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","985 Rockaway Ave, Brooklyn, NY 11212, USA",40.6558268,-73.9066342
91,Union Community Health Center - 188th Street ,"260 East 188th Street, Bronx","$100 incentive available , ",(877) 829-4692,Community Health Center/Clinic ,Vaccine offered:Pfizer (12+),"$100 incentive available , ","260 E 188th St, Bronx, NY 10458, USA",40.8606063,-73.8960238
92,Union Community Health Center - Grand Concourse ,"2021 Grand Concourse, Bronx","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Community Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","2021 Grand Concourse, Bronx, NY 10453, USA",40.8519804,-73.904539
93,Weeksville Heritage Center- Pop Up ,"Buffalo Ave and Bergen St, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","Bergen St & Buffalo Ave, Brooklyn, NY 11233, USA",40.6747424,-73.9249948
94,Wingate Park- Pop Up ,"466 Rutland Rd, Brooklyn","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Pop Up - Van ,Vaccine offered:Johnson & Johnson (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","466 Rutland Rd, Brooklyn, NY 11203, USA",40.6593102,-73.9446616
95,"Gotham Health, Belvis ","545 East 142nd Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","545 E 142nd St, Bronx, NY 10454, USA",40.8104385,-73.9159236
96,"Gotham Health, Cumberland ","100 North Portland Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","100 N Portland Ave, Brooklyn, NY 11205, USA",40.695099,-73.9764879
97,"Gotham Health, East New York ","2094 Pitkin Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","2094 Pitkin Ave, Brooklyn, NY 11207, USA",40.671746,-73.8952429
98,"Gotham Health, Gouverneur ","227 Madison Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","227 Madison St, Manhattan, NY 10002, USA",40.7131148,-73.9877376
99,"Gotham Health, Morrisania ","1225 Gerard Avenue, 2nd Floor Room 2B01, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1225 Gerard Ave, Bronx, NY 10452, USA",40.8362867,-73.9202294
100,"Gotham Health, Sydenham ","264 West 118th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","264 W 118th St, New York, NY 10026, USA",40.8052028,-73.9536622
101,"Gotham Health, Vanderbilt ","165 Vanderbilt Avenue, 2nd Floor, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","165 Vanderbilt Ave 2nd Floor, Staten Island, NY 10304, USA",40.6203745,-74.0768895
102,"NYC Health + Hospitals, Bellevue ","462 1st Avenue, Manhattan","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","462 1st Ave., New York, NY 10016, USA",40.7397258,-73.976201
103,"NYC Health + Hospitals, Coney Island ","2601 Ocean Parkway, Main building, 2nd floor conference room, Brooklyn","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ","2601 Ocean Pkwy, Brooklyn, NY 11235, USA",40.5855566,-73.9648753
104,"NYC Health + Hospitals, Elmhurst ","79-01 Broadway, Queens","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","79-01 Broadway, Queens, NY 11373, USA",40.7450814,-73.8857797
105,"NYC Health + Hospitals, Harlem ","506 Lenox Avenue, Manhattan","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","506 Lenox Ave, New York, NY 10037, USA",40.8142287,-73.9396101
106,"NYC Health + Hospitals, Jacobi ","1400 Pelham Parkway South, Bronx","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","1400 Pelham Pkwy S, Bronx, NY 10461, USA",40.8550347,-73.8442026
107,"NYC Health + Hospitals, Kings County ","451 Clarkson Avenue, Brooklyn","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","""B"" building, 451 Clarkson Ave, Brooklyn, NY 11203, USA",40.6568816,-73.9447075
108,"NYC Health + Hospitals, Lincoln ","234 East 149th Street,Room 2A5-250, Bronx","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","234 E 149th St, Bronx, NY 10451, USA",40.8160855,-73.9247762
109,"NYC Health + Hospitals, Metropolitan ","1901 1st Avenue, 4A, Manhattan","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ","1901 1st Ave. #4a, New York, NY 10029, USA",40.7852328,-73.945029
110,"NYC Health + Hospitals, North Central Bronx ","3424 Kossuth Avenue, Bronx","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , Walk-up vaccinations available to all eligible New Yorkers , ","3424 Kossuth Ave, Bronx, NY 10467, USA",40.8804138,-73.8810488
111,"NYC Health + Hospitals, Queens ","82-68 164th Street, Queens","$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , Appointments are encouraged; limited walk-ins accepted , ","82-68 164th St, Jamaica, NY 11432, USA",40.7186426,-73.8041807
112,"NYC Health + Hospitals, Woodhull ","760 Broadway, Brooklyn","$100 incentive available , ",(877) 829-4692,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"$100 incentive available , ","760 Broadway, Brooklyn, NY 11206, USA",40.7000538,-73.9417768
113,NYC Health + Hospitals/Gotham Health - Tremont ,"1920 Webster Avenue, 1st Floor, Bronx","$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ",(877) 829-4692,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"$100 incentive available , Walk-up vaccinations available to all eligible New Yorkers , ","1920 Webster Ave 1st Floor, Bronx, NY 10457, USA",40.8477768,-73.9005135
